image,x1,y1,x2,y2,label
JPEGImages/000919.jpg,39,82,352,330,dog
JPEGImages/000921.jpg,163,77,500,291,cat
JPEGImages/000921.jpg,127,66,299,223,chair
JPEGImages/000921.jpg,143,4,500,375,chair
JPEGImages/000922.jpg,126,94,218,224,train
JPEGImages/000922.jpg,206,114,242,171,train
JPEGImages/000922.jpg,242,55,347,348,person
JPEGImages/000923.jpg,102,124,182,189,tvmonitor
JPEGImages/000923.jpg,146,196,458,375,sofa
JPEGImages/000923.jpg,305,2,500,138,pottedplant
JPEGImages/000923.jpg,15,71,66,192,pottedplant
JPEGImages/000923.jpg,403,164,472,262,tvmonitor
JPEGImages/000923.jpg,189,34,220,71,pottedplant
JPEGImages/000924.jpg,281,133,397,270,bus
JPEGImages/000924.jpg,153,133,266,267,bus
JPEGImages/000924.jpg,15,129,167,268,bus
JPEGImages/000924.jpg,1,153,45,239,bus
JPEGImages/000924.jpg,1,195,13,266,person
JPEGImages/000925.jpg,29,101,216,343,sheep
JPEGImages/000925.jpg,309,105,460,333,sheep
JPEGImages/000926.jpg,1,16,340,500,person
JPEGImages/000926.jpg,211,334,241,390,person
JPEGImages/000926.jpg,199,309,231,351,person
JPEGImages/000926.jpg,174,315,210,360,person
JPEGImages/000926.jpg,192,354,226,396,person
JPEGImages/000926.jpg,153,354,197,398,person
JPEGImages/000926.jpg,126,355,160,401,person
JPEGImages/000926.jpg,124,319,163,373,person
JPEGImages/000926.jpg,147,320,180,355,person
JPEGImages/000927.jpg,256,155,492,332,person
JPEGImages/000927.jpg,82,1,316,331,person
JPEGImages/000928.jpg,24,81,204,222,cat
JPEGImages/000928.jpg,256,116,452,269,cat
JPEGImages/000929.jpg,1,65,500,375,diningtable
JPEGImages/000929.jpg,261,64,295,201,bottle
JPEGImages/000929.jpg,253,23,276,95,bottle
JPEGImages/000929.jpg,12,74,72,142,chair
JPEGImages/000929.jpg,394,85,478,174,chair
JPEGImages/000929.jpg,394,51,462,134,chair
JPEGImages/000930.jpg,174,72,333,248,person
JPEGImages/000930.jpg,139,153,345,282,bicycle
JPEGImages/000931.jpg,104,302,224,338,boat
JPEGImages/000932.jpg,35,111,497,299,car
JPEGImages/000933.jpg,117,148,341,471,pottedplant
JPEGImages/000934.jpg,1,36,500,291,aeroplane
JPEGImages/000935.jpg,67,207,111,243,car
JPEGImages/000935.jpg,169,157,183,170,car
JPEGImages/000935.jpg,421,190,452,207,car
JPEGImages/000935.jpg,380,196,419,216,car
JPEGImages/000935.jpg,12,129,37,141,car
JPEGImages/000935.jpg,3,131,15,148,car
JPEGImages/000936.jpg,299,10,347,63,aeroplane
JPEGImages/000936.jpg,314,105,364,156,aeroplane
JPEGImages/000936.jpg,334,149,378,200,aeroplane
JPEGImages/000936.jpg,261,208,305,254,aeroplane
JPEGImages/000936.jpg,155,277,201,329,aeroplane
JPEGImages/000937.jpg,334,46,426,101,car
JPEGImages/000937.jpg,417,59,432,75,person
JPEGImages/000937.jpg,406,71,500,125,car
JPEGImages/000937.jpg,46,36,443,277,car
JPEGImages/000938.jpg,319,184,434,318,chair
JPEGImages/000938.jpg,213,170,281,241,chair
JPEGImages/000938.jpg,114,198,230,313,sofa
JPEGImages/000939.jpg,1,59,340,461,person
JPEGImages/000941.jpg,14,190,500,399,sofa
JPEGImages/000942.jpg,62,114,500,265,train
JPEGImages/000942.jpg,1,133,75,194,train
JPEGImages/000942.jpg,216,188,264,259,person
JPEGImages/000942.jpg,327,120,353,148,person
JPEGImages/000943.jpg,145,241,500,374,chair
JPEGImages/000943.jpg,234,135,500,316,person
JPEGImages/000943.jpg,305,146,426,267,person
JPEGImages/000943.jpg,238,147,356,245,person
JPEGImages/000943.jpg,223,149,298,223,person
JPEGImages/000943.jpg,76,140,146,266,person
JPEGImages/000943.jpg,1,69,178,372,person
JPEGImages/000943.jpg,1,291,107,373,sofa
JPEGImages/000943.jpg,330,107,375,159,person
JPEGImages/000943.jpg,50,114,101,185,person
JPEGImages/000943.jpg,288,110,321,157,person
JPEGImages/000944.jpg,228,98,373,375,person
JPEGImages/000945.jpg,55,79,426,230,car
JPEGImages/000946.jpg,16,108,387,283,train
JPEGImages/000946.jpg,383,153,500,222,train
JPEGImages/000947.jpg,36,43,217,474,dog
JPEGImages/000948.jpg,413,37,500,166,tvmonitor
JPEGImages/000948.jpg,22,9,284,375,chair
JPEGImages/000948.jpg,198,89,315,353,person
JPEGImages/000949.jpg,155,196,303,463,bicycle
JPEGImages/000949.jpg,3,176,151,426,bicycle
JPEGImages/000949.jpg,145,36,328,412,person
JPEGImages/000949.jpg,1,48,159,393,person
JPEGImages/000950.jpg,97,197,143,255,chair
JPEGImages/000950.jpg,29,228,94,326,chair
JPEGImages/000950.jpg,329,194,375,256,chair
JPEGImages/000950.jpg,377,221,440,303,chair
JPEGImages/000950.jpg,52,194,438,324,diningtable
JPEGImages/000951.jpg,226,73,245,127,bottle
JPEGImages/000952.jpg,15,95,246,332,person
JPEGImages/000952.jpg,196,103,412,332,person
JPEGImages/000952.jpg,465,189,492,236,person
JPEGImages/000952.jpg,479,119,493,145,person
JPEGImages/000953.jpg,22,187,125,351,chair
JPEGImages/000953.jpg,401,264,500,375,pottedplant
JPEGImages/000953.jpg,222,104,268,135,pottedplant
JPEGImages/000954.jpg,1,130,399,322,bird
JPEGImages/000954.jpg,1,1,118,32,bird
JPEGImages/000955.jpg,139,62,385,332,person
JPEGImages/000956.jpg,163,227,398,375,tvmonitor
JPEGImages/000956.jpg,185,56,500,374,person
JPEGImages/000957.jpg,97,21,297,375,dog
JPEGImages/000957.jpg,123,237,302,375,dog
JPEGImages/000958.jpg,1,90,327,299,dog
JPEGImages/000959.jpg,204,22,362,139,person
JPEGImages/000959.jpg,51,11,201,154,person
JPEGImages/000959.jpg,100,108,284,332,person
JPEGImages/000959.jpg,226,110,407,333,person
JPEGImages/000959.jpg,333,83,500,333,person
JPEGImages/000959.jpg,1,117,150,333,person
JPEGImages/000961.jpg,122,354,222,468,tvmonitor
JPEGImages/000961.jpg,173,248,224,302,tvmonitor
JPEGImages/000961.jpg,344,134,375,194,car
JPEGImages/000961.jpg,317,125,365,172,car
JPEGImages/000961.jpg,308,130,317,160,car
JPEGImages/000961.jpg,294,134,310,157,car
JPEGImages/000961.jpg,281,131,298,147,car
JPEGImages/000962.jpg,4,137,493,375,cat
JPEGImages/000962.jpg,365,1,458,149,pottedplant
JPEGImages/000963.jpg,1,4,381,333,dog
JPEGImages/000964.jpg,167,86,288,304,bird
JPEGImages/000964.jpg,185,70,281,227,bird
JPEGImages/000965.jpg,94,285,237,461,dog
JPEGImages/000965.jpg,187,139,270,186,cat
JPEGImages/000965.jpg,2,86,374,500,sofa
JPEGImages/000966.jpg,42,48,493,312,train
JPEGImages/000966.jpg,308,149,337,189,person
JPEGImages/000967.jpg,419,233,468,372,person
JPEGImages/000967.jpg,148,222,205,375,person
JPEGImages/000967.jpg,161,241,231,375,person
JPEGImages/000967.jpg,12,223,39,330,person
JPEGImages/000967.jpg,23,124,500,333,train
JPEGImages/000968.jpg,17,64,472,231,aeroplane
JPEGImages/000969.jpg,224,2,500,375,person
JPEGImages/000969.jpg,2,5,335,375,person
JPEGImages/000970.jpg,344,128,414,214,train
JPEGImages/000970.jpg,1,64,500,375,train
JPEGImages/000971.jpg,116,143,297,255,bus
JPEGImages/000971.jpg,324,185,344,241,person
JPEGImages/000971.jpg,344,190,371,249,person
JPEGImages/000971.jpg,364,188,385,246,person
JPEGImages/000971.jpg,392,193,410,230,person
JPEGImages/000971.jpg,445,185,468,208,person
JPEGImages/000971.jpg,387,156,500,375,person
JPEGImages/000971.jpg,72,194,89,240,person
JPEGImages/000971.jpg,1,202,34,327,person
JPEGImages/000971.jpg,37,211,61,251,person
JPEGImages/000971.jpg,19,196,43,272,person
JPEGImages/000972.jpg,20,115,433,288,car
JPEGImages/000973.jpg,30,51,488,331,bicycle
JPEGImages/000974.jpg,22,123,147,226,tvmonitor
JPEGImages/000974.jpg,3,247,52,326,chair
JPEGImages/000975.jpg,111,61,485,462,dog
JPEGImages/000975.jpg,342,1,500,217,person
JPEGImages/000976.jpg,2,1,500,430,aeroplane
JPEGImages/000977.jpg,149,271,179,295,car
JPEGImages/000977.jpg,36,262,94,309,car
JPEGImages/000977.jpg,178,245,263,319,car
JPEGImages/000977.jpg,258,266,293,296,car
JPEGImages/000977.jpg,321,253,397,333,car
JPEGImages/000977.jpg,327,259,454,332,car
JPEGImages/000978.jpg,1,170,61,337,horse
JPEGImages/000978.jpg,189,1,486,373,person
JPEGImages/000978.jpg,103,3,241,375,person
JPEGImages/000978.jpg,71,176,152,352,person
JPEGImages/000979.jpg,93,261,198,394,motorbike
JPEGImages/000979.jpg,98,168,190,364,person
JPEGImages/000979.jpg,3,143,74,404,person
JPEGImages/000981.jpg,51,18,332,500,person
JPEGImages/000981.jpg,233,390,301,499,chair
JPEGImages/000982.jpg,67,37,345,345,aeroplane
JPEGImages/000982.jpg,410,313,500,377,person
JPEGImages/000982.jpg,267,121,291,140,person
JPEGImages/000982.jpg,328,120,367,207,person
JPEGImages/000983.jpg,36,70,288,486,pottedplant
JPEGImages/000984.jpg,66,308,126,498,person
JPEGImages/000984.jpg,43,322,57,359,person
JPEGImages/000984.jpg,57,323,66,359,person
JPEGImages/000984.jpg,67,321,76,357,person
JPEGImages/000984.jpg,194,323,233,351,car
JPEGImages/000984.jpg,1,324,38,361,car
JPEGImages/000984.jpg,231,294,324,347,car
JPEGImages/000984.jpg,112,255,184,352,person
JPEGImages/000985.jpg,1,2,500,357,car
JPEGImages/000986.jpg,258,150,390,294,cow
JPEGImages/000986.jpg,109,151,172,212,cow
JPEGImages/000986.jpg,51,138,169,215,cow
JPEGImages/000986.jpg,304,146,422,230,cow
JPEGImages/000986.jpg,141,116,300,261,horse
JPEGImages/000986.jpg,160,62,283,236,person
JPEGImages/000986.jpg,322,68,354,99,person
JPEGImages/000986.jpg,365,93,386,134,person
JPEGImages/000987.jpg,199,19,390,401,person
JPEGImages/000987.jpg,217,15,270,157,person
JPEGImages/000987.jpg,393,18,432,162,person
JPEGImages/000987.jpg,1,15,226,276,car
JPEGImages/000987.jpg,19,95,458,443,motorbike
JPEGImages/000988.jpg,76,56,401,373,person
JPEGImages/000989.jpg,52,117,109,177,tvmonitor
JPEGImages/000990.jpg,208,35,460,333,person
JPEGImages/000990.jpg,5,34,234,334,person
JPEGImages/000990.jpg,6,114,55,177,person
JPEGImages/000990.jpg,1,104,112,300,person
JPEGImages/000990.jpg,402,134,450,187,person
JPEGImages/000991.jpg,88,87,235,322,person
JPEGImages/000991.jpg,113,117,218,471,horse
JPEGImages/000992.jpg,436,197,500,268,sheep
JPEGImages/000992.jpg,362,198,440,280,sheep
JPEGImages/000992.jpg,137,204,221,300,sheep
JPEGImages/000993.jpg,214,137,366,277,train
JPEGImages/000993.jpg,396,87,466,183,train
JPEGImages/000994.jpg,47,124,153,213,tvmonitor
JPEGImages/000994.jpg,310,147,419,236,chair
JPEGImages/000994.jpg,210,188,472,374,sofa
JPEGImages/000995.jpg,1,72,281,314,boat
JPEGImages/000995.jpg,402,128,500,326,boat
JPEGImages/000996.jpg,393,146,482,227,chair
JPEGImages/000996.jpg,308,149,377,205,chair
JPEGImages/000996.jpg,244,146,289,185,chair
JPEGImages/000996.jpg,196,138,237,177,chair
JPEGImages/000996.jpg,139,214,303,375,chair
JPEGImages/000996.jpg,28,211,167,373,chair
JPEGImages/000996.jpg,1,213,76,323,chair
JPEGImages/000996.jpg,82,97,142,167,chair
JPEGImages/000996.jpg,5,157,500,375,diningtable
JPEGImages/000996.jpg,19,6,93,175,person
JPEGImages/000997.jpg,1,196,205,375,sofa
JPEGImages/000997.jpg,381,144,459,209,tvmonitor
JPEGImages/000998.jpg,2,80,333,500,cat
JPEGImages/000999.jpg,233,317,289,405,bottle
JPEGImages/000999.jpg,2,16,280,500,person
JPEGImages/001001.jpg,62,64,325,375,cat
JPEGImages/001001.jpg,315,102,427,356,person
JPEGImages/001001.jpg,169,1,500,375,person
JPEGImages/001002.jpg,199,384,375,483,boat
JPEGImages/001002.jpg,102,366,213,416,boat
JPEGImages/001002.jpg,22,341,103,396,boat
JPEGImages/001002.jpg,1,341,28,374,boat
JPEGImages/001003.jpg,111,102,351,254,car
JPEGImages/001004.jpg,143,152,235,197,bird
JPEGImages/001005.jpg,38,149,268,258,car
JPEGImages/001006.jpg,1,248,68,375,person
JPEGImages/001006.jpg,178,142,312,251,bird
JPEGImages/001007.jpg,132,117,380,336,tvmonitor
JPEGImages/001008.jpg,220,154,300,280,motorbike
JPEGImages/001009.jpg,33,11,500,375,cat
JPEGImages/001009.jpg,4,44,263,316,cat
JPEGImages/001010.jpg,157,6,308,146,tvmonitor
JPEGImages/001011.jpg,192,1,283,99,tvmonitor
JPEGImages/001011.jpg,239,3,500,375,person
JPEGImages/001012.jpg,225,117,307,206,aeroplane
JPEGImages/001013.jpg,220,15,500,333,horse
JPEGImages/001014.jpg,278,188,395,375,dog
JPEGImages/001014.jpg,150,253,337,369,dog
JPEGImages/001014.jpg,86,91,359,375,person
JPEGImages/001014.jpg,99,139,401,375,chair
JPEGImages/001015.jpg,96,133,110,163,bird
JPEGImages/001015.jpg,212,155,235,184,bird
JPEGImages/001015.jpg,392,188,418,209,bird
JPEGImages/001016.jpg,206,135,483,237,train
JPEGImages/001017.jpg,108,320,186,456,motorbike
JPEGImages/001017.jpg,85,205,199,408,person
JPEGImages/001018.jpg,235,209,500,361,sofa
JPEGImages/001018.jpg,447,218,500,291,sofa
JPEGImages/001018.jpg,344,280,430,375,chair
JPEGImages/001018.jpg,136,279,243,373,chair
JPEGImages/001018.jpg,1,266,97,375,chair
JPEGImages/001018.jpg,101,236,186,368,chair
JPEGImages/001018.jpg,198,212,244,268,chair
JPEGImages/001018.jpg,135,209,188,264,chair
JPEGImages/001018.jpg,212,200,241,244,chair
JPEGImages/001018.jpg,1,209,139,334,diningtable
JPEGImages/001019.jpg,3,1,375,405,cat
JPEGImages/001021.jpg,138,34,465,375,chair
JPEGImages/001021.jpg,1,51,183,375,person
JPEGImages/001021.jpg,199,40,401,375,person
JPEGImages/001021.jpg,75,223,121,290,bottle
JPEGImages/001022.jpg,5,139,490,295,car
JPEGImages/001023.jpg,189,131,196,160,bottle
JPEGImages/001023.jpg,1,359,81,400,chair
JPEGImages/001023.jpg,408,270,500,400,chair
JPEGImages/001023.jpg,278,274,375,340,chair
JPEGImages/001023.jpg,197,261,277,312,chair
JPEGImages/001023.jpg,107,261,178,301,chair
JPEGImages/001023.jpg,16,248,78,286,chair
JPEGImages/001023.jpg,47,269,114,339,pottedplant
JPEGImages/001023.jpg,1,294,415,400,diningtable
JPEGImages/001023.jpg,345,161,355,185,bottle
JPEGImages/001023.jpg,334,163,344,187,bottle
JPEGImages/001023.jpg,180,128,187,163,bottle
JPEGImages/001024.jpg,121,1,429,90,tvmonitor
JPEGImages/001024.jpg,1,30,386,375,person
JPEGImages/001025.jpg,1,33,117,184,chair
JPEGImages/001025.jpg,36,3,107,55,chair
JPEGImages/001025.jpg,1,146,371,500,chair
JPEGImages/001026.jpg,209,54,333,118,dog
JPEGImages/001026.jpg,70,238,217,404,dog
JPEGImages/001026.jpg,152,89,325,408,person
JPEGImages/001026.jpg,75,1,198,247,person
JPEGImages/001027.jpg,203,174,254,273,chair
JPEGImages/001027.jpg,329,174,348,223,chair
JPEGImages/001027.jpg,256,189,306,292,chair
JPEGImages/001027.jpg,263,218,351,329,chair
JPEGImages/001027.jpg,401,270,500,375,sofa
JPEGImages/001027.jpg,58,156,94,218,bicycle
JPEGImages/001027.jpg,1,244,43,340,tvmonitor
JPEGImages/001028.jpg,335,221,394,298,chair
JPEGImages/001028.jpg,52,231,301,500,person
JPEGImages/001028.jpg,7,29,406,493,person
JPEGImages/001028.jpg,359,164,406,229,person
JPEGImages/001028.jpg,306,174,357,232,person
JPEGImages/001028.jpg,285,173,321,221,person
JPEGImages/001029.jpg,242,43,454,238,tvmonitor
JPEGImages/001030.jpg,36,77,442,265,train
JPEGImages/001031.jpg,43,46,227,211,person
JPEGImages/001031.jpg,85,174,314,454,motorbike
JPEGImages/001032.jpg,95,4,500,375,cat
JPEGImages/001033.jpg,145,98,310,386,person
JPEGImages/001033.jpg,155,231,315,474,bicycle
JPEGImages/001034.jpg,196,196,452,316,car
JPEGImages/001035.jpg,1,146,242,350,diningtable
JPEGImages/001035.jpg,296,64,423,333,person
JPEGImages/001035.jpg,210,56,323,341,person
JPEGImages/001035.jpg,1,6,89,170,person
JPEGImages/001035.jpg,141,117,174,151,pottedplant
JPEGImages/001035.jpg,8,115,22,185,bottle
JPEGImages/001036.jpg,63,186,124,374,person
JPEGImages/001036.jpg,1,178,35,373,person
JPEGImages/001036.jpg,143,87,228,191,person
JPEGImages/001036.jpg,227,5,500,375,person
JPEGImages/001036.jpg,110,188,361,375,person
JPEGImages/001037.jpg,321,98,479,210,dog
JPEGImages/001037.jpg,163,114,327,236,dog
JPEGImages/001037.jpg,101,131,185,218,dog
JPEGImages/001037.jpg,1,116,115,222,dog
JPEGImages/001037.jpg,53,24,145,140,person
JPEGImages/001038.jpg,162,91,452,410,person
JPEGImages/001039.jpg,175,224,298,375,chair
JPEGImages/001039.jpg,172,153,213,199,tvmonitor
JPEGImages/001039.jpg,224,156,270,203,tvmonitor
JPEGImages/001039.jpg,295,153,355,205,tvmonitor
JPEGImages/001039.jpg,380,159,435,223,tvmonitor
JPEGImages/001039.jpg,442,188,464,232,tvmonitor
JPEGImages/001039.jpg,442,103,467,130,tvmonitor
JPEGImages/001039.jpg,124,85,157,122,tvmonitor
JPEGImages/001039.jpg,173,75,209,117,tvmonitor
JPEGImages/001041.jpg,143,138,283,265,bird
JPEGImages/001042.jpg,222,248,298,319,dog
JPEGImages/001042.jpg,325,259,364,323,dog
JPEGImages/001042.jpg,206,244,253,319,dog
JPEGImages/001042.jpg,149,174,220,322,person
JPEGImages/001042.jpg,277,163,334,347,person
JPEGImages/001042.jpg,362,163,409,336,person
JPEGImages/001043.jpg,61,9,482,309,cat
JPEGImages/001044.jpg,202,42,344,129,dog
JPEGImages/001044.jpg,18,38,163,138,dog
JPEGImages/001045.jpg,214,2,327,276,bottle
JPEGImages/001046.jpg,15,117,430,243,aeroplane
JPEGImages/001047.jpg,65,14,79,61,bottle
JPEGImages/001047.jpg,92,15,107,61,bottle
JPEGImages/001047.jpg,76,110,392,284,sofa
JPEGImages/001047.jpg,74,52,211,242,person
JPEGImages/001047.jpg,188,58,338,251,person
JPEGImages/001047.jpg,344,3,482,261,person
JPEGImages/001047.jpg,294,197,500,375,person
JPEGImages/001048.jpg,170,88,376,248,cat
JPEGImages/001049.jpg,103,68,256,165,boat
JPEGImages/001050.jpg,235,126,297,241,person
JPEGImages/001050.jpg,234,174,295,269,bicycle
JPEGImages/001051.jpg,222,85,322,298,bird
JPEGImages/001052.jpg,65,101,431,281,car
JPEGImages/001053.jpg,24,11,285,482,dog
JPEGImages/001054.jpg,17,30,333,443,dog
JPEGImages/001055.jpg,139,102,440,334,person
JPEGImages/001055.jpg,136,123,500,334,chair
JPEGImages/001056.jpg,167,166,415,334,dog
JPEGImages/001056.jpg,1,1,350,300,dog
JPEGImages/001057.jpg,6,38,353,335,car
JPEGImages/001057.jpg,107,94,154,146,person
JPEGImages/001057.jpg,174,91,257,141,person
JPEGImages/001058.jpg,9,105,449,242,car
JPEGImages/001059.jpg,125,242,271,292,boat
JPEGImages/001059.jpg,286,271,374,291,boat
JPEGImages/001061.jpg,323,33,449,128,bird
JPEGImages/001061.jpg,320,116,489,375,person
JPEGImages/001061.jpg,1,1,321,375,person
JPEGImages/001062.jpg,126,33,337,289,tvmonitor
JPEGImages/001063.jpg,2,174,480,318,horse
JPEGImages/001063.jpg,221,60,319,318,person
JPEGImages/001063.jpg,380,205,480,318,car
JPEGImages/001063.jpg,91,172,235,232,car
JPEGImages/001064.jpg,13,34,267,203,horse
JPEGImages/001064.jpg,140,14,215,128,person
JPEGImages/001065.jpg,128,1,234,124,person
JPEGImages/001065.jpg,196,75,500,346,person
JPEGImages/001065.jpg,2,62,499,375,person
JPEGImages/001066.jpg,390,83,460,153,person
JPEGImages/001066.jpg,101,20,165,150,person
JPEGImages/001067.jpg,3,68,481,375,sofa
JPEGImages/001067.jpg,89,45,219,375,person
JPEGImages/001067.jpg,178,40,291,331,person
JPEGImages/001067.jpg,239,17,394,275,person
JPEGImages/001068.jpg,33,23,461,316,motorbike
JPEGImages/001069.jpg,264,75,438,136,car
JPEGImages/001069.jpg,1,117,117,181,car
JPEGImages/001070.jpg,89,15,174,108,pottedplant
JPEGImages/001070.jpg,177,5,263,116,pottedplant
JPEGImages/001070.jpg,269,5,348,119,pottedplant
JPEGImages/001070.jpg,90,70,189,206,pottedplant
JPEGImages/001070.jpg,175,125,279,216,pottedplant
JPEGImages/001070.jpg,284,10,404,215,pottedplant
JPEGImages/001070.jpg,369,51,454,170,pottedplant
JPEGImages/001070.jpg,74,204,169,329,pottedplant
JPEGImages/001070.jpg,137,210,288,325,pottedplant
JPEGImages/001070.jpg,281,219,422,329,pottedplant
JPEGImages/001070.jpg,362,208,478,322,pottedplant
JPEGImages/001070.jpg,400,267,499,357,pottedplant
JPEGImages/001070.jpg,106,327,230,401,pottedplant
JPEGImages/001070.jpg,230,335,301,401,pottedplant
JPEGImages/001071.jpg,72,100,172,323,person
JPEGImages/001071.jpg,198,113,287,331,person
JPEGImages/001071.jpg,72,142,179,429,horse
JPEGImages/001071.jpg,157,169,302,455,horse
JPEGImages/001071.jpg,2,199,27,245,car
JPEGImages/001072.jpg,80,213,418,309,sofa
JPEGImages/001072.jpg,160,170,316,309,person
JPEGImages/001073.jpg,55,178,149,248,cow
JPEGImages/001073.jpg,135,176,174,241,cow
JPEGImages/001073.jpg,227,153,282,236,cow
JPEGImages/001073.jpg,276,159,350,255,cow
JPEGImages/001073.jpg,327,152,425,240,cow
JPEGImages/001073.jpg,421,161,500,227,cow
JPEGImages/001074.jpg,74,54,422,208,bird
JPEGImages/001075.jpg,223,148,407,231,dog
JPEGImages/001075.jpg,58,147,112,284,cat
JPEGImages/001076.jpg,27,81,224,141,boat
JPEGImages/001076.jpg,418,83,496,120,boat
JPEGImages/001076.jpg,114,114,328,375,person
JPEGImages/001077.jpg,28,101,214,296,tvmonitor
JPEGImages/001078.jpg,2,101,245,375,cat
JPEGImages/001079.jpg,188,131,285,261,person
JPEGImages/001079.jpg,256,147,375,269,person
JPEGImages/001079.jpg,372,146,475,319,person
JPEGImages/001079.jpg,121,138,217,283,person
JPEGImages/001079.jpg,2,140,144,354,person
JPEGImages/001079.jpg,195,1,261,165,pottedplant
JPEGImages/001079.jpg,1,247,480,375,diningtable
JPEGImages/001081.jpg,147,176,283,375,chair
JPEGImages/001081.jpg,403,153,461,230,tvmonitor
JPEGImages/001082.jpg,212,153,347,306,cat
JPEGImages/001082.jpg,135,1,306,97,pottedplant
JPEGImages/001083.jpg,163,55,318,189,train
JPEGImages/001084.jpg,116,176,212,458,horse
JPEGImages/001084.jpg,99,101,225,337,person
JPEGImages/001085.jpg,68,15,447,314,car
JPEGImages/001085.jpg,440,3,483,112,person
JPEGImages/001085.jpg,2,2,86,204,person
JPEGImages/001085.jpg,101,1,128,71,person
JPEGImages/001085.jpg,122,1,180,76,person
JPEGImages/001085.jpg,397,4,418,50,person
JPEGImages/001085.jpg,414,1,426,48,person
JPEGImages/001085.jpg,421,1,444,58,person
JPEGImages/001086.jpg,299,49,500,358,person
JPEGImages/001086.jpg,2,37,249,349,person
JPEGImages/001086.jpg,303,230,366,375,bottle
JPEGImages/001087.jpg,20,68,240,307,chair
JPEGImages/001088.jpg,2,1,418,375,dog
JPEGImages/001089.jpg,12,86,457,328,bicycle
JPEGImages/001090.jpg,18,159,474,287,car
JPEGImages/001091.jpg,390,174,500,357,person
JPEGImages/001091.jpg,254,148,426,327,person
JPEGImages/001091.jpg,84,167,247,361,person
JPEGImages/001091.jpg,1,307,84,375,person
JPEGImages/001091.jpg,54,318,500,375,diningtable
JPEGImages/001091.jpg,337,57,435,144,pottedplant
JPEGImages/001091.jpg,153,63,227,144,pottedplant
JPEGImages/001091.jpg,98,156,227,244,pottedplant
JPEGImages/001091.jpg,341,173,456,290,pottedplant
JPEGImages/001092.jpg,131,63,456,332,dog
JPEGImages/001092.jpg,449,1,500,334,person
JPEGImages/001093.jpg,52,55,479,371,car
JPEGImages/001093.jpg,109,39,178,64,car
JPEGImages/001093.jpg,254,43,270,56,car
JPEGImages/001093.jpg,220,43,236,54,car
JPEGImages/001094.jpg,2,167,347,212,train
JPEGImages/001095.jpg,260,134,359,348,person
JPEGImages/001095.jpg,205,165,284,253,person
JPEGImages/001095.jpg,175,122,237,262,person
JPEGImages/001095.jpg,97,221,306,349,dog
JPEGImages/001096.jpg,175,39,334,225,person
JPEGImages/001096.jpg,150,141,371,322,bicycle
JPEGImages/001097.jpg,1,68,93,334,person
JPEGImages/001097.jpg,33,88,189,334,person
JPEGImages/001097.jpg,174,191,268,334,person
JPEGImages/001097.jpg,260,119,430,333,person
JPEGImages/001097.jpg,343,39,500,334,person
JPEGImages/001098.jpg,46,18,375,500,cat
JPEGImages/001099.jpg,3,97,500,327,aeroplane
JPEGImages/001099.jpg,66,257,86,301,person
JPEGImages/001099.jpg,409,240,433,319,person
JPEGImages/001099.jpg,86,241,106,298,person
JPEGImages/001099.jpg,433,239,468,318,person
JPEGImages/000740.jpg,290,85,404,276,boat
JPEGImages/000740.jpg,104,104,212,271,boat
JPEGImages/000760.jpg,64,161,231,261,horse
JPEGImages/000760.jpg,167,176,268,229,horse
JPEGImages/000760.jpg,235,158,355,260,horse
JPEGImages/000760.jpg,264,156,418,274,horse
JPEGImages/000760.jpg,348,182,461,258,horse
JPEGImages/000760.jpg,121,133,159,228,person
JPEGImages/000760.jpg,215,144,243,227,person
JPEGImages/000760.jpg,277,126,315,168,person
JPEGImages/000760.jpg,320,121,360,223,person
JPEGImages/000760.jpg,373,131,410,192,person
JPEGImages/000780.jpg,381,255,460,375,chair
JPEGImages/000780.jpg,324,186,391,246,chair
JPEGImages/000780.jpg,435,203,482,276,chair
JPEGImages/000780.jpg,191,179,271,234,chair
JPEGImages/000780.jpg,55,191,143,241,chair
JPEGImages/000780.jpg,42,265,201,375,chair
JPEGImages/000780.jpg,188,213,283,286,pottedplant
JPEGImages/000800.jpg,235,165,328,208,car
JPEGImages/000800.jpg,443,174,500,206,car
JPEGImages/000800.jpg,78,170,113,192,car
JPEGImages/000800.jpg,38,170,71,188,car
JPEGImages/000820.jpg,180,140,368,307,sheep
JPEGImages/000820.jpg,348,43,412,71,sheep
JPEGImages/000840.jpg,1,179,288,345,sofa
JPEGImages/000840.jpg,334,75,385,135,pottedplant
JPEGImages/000860.jpg,81,85,428,292,car
JPEGImages/000860.jpg,224,35,281,86,person
JPEGImages/000860.jpg,298,45,358,115,person
JPEGImages/000880.jpg,305,24,355,65,bird
JPEGImages/000880.jpg,51,239,87,322,bird
JPEGImages/000880.jpg,116,158,141,206,bird
JPEGImages/000880.jpg,379,119,440,199,cow
JPEGImages/000880.jpg,329,114,380,179,cow
JPEGImages/000900.jpg,260,135,342,269,sheep
JPEGImages/000900.jpg,150,172,215,269,sheep
JPEGImages/000900.jpg,101,170,188,252,sheep
JPEGImages/000920.jpg,2,31,500,363,train
JPEGImages/000920.jpg,281,67,330,199,person
JPEGImages/000940.jpg,185,81,445,355,person
JPEGImages/000940.jpg,128,85,224,190,person
JPEGImages/000940.jpg,157,163,399,375,chair
JPEGImages/000940.jpg,48,184,200,375,chair
JPEGImages/000960.jpg,93,109,203,252,bird
